59,"Wed, Mar 4, 1998",,,,Box Score,/boxscores/199803040SAC.html,@,Sacramento Kings,/teams/SAC/1998.html,L,,89,109,27,32,L 1,,0,SAC,DET
60,"Thu, Mar 5, 1998",,,,Box Score,/boxscores/199803050PHO.html,@,Phoenix Suns,/teams/PHO/1998.html,L,,93,102,27,33,L 2,,0,PHO,DET
61,"Sun, Mar 8, 1998",,,,Box Score,/boxscores/199803080LAL.html,@,Los Angeles Lakers,/teams/LAL/1998.html,L,,89,96,27,34,L 3,,0,LAL,DET
62,"Wed, Mar 11, 1998",,,,Box Score,/boxscores/199803110DET.html,,Indiana Pacers,/teams/IND/1998.html,W,,122,91,28,34,W 1,,0,IND,DET
63,"Fri, Mar 13, 1998",,,,Box Score,/boxscores/199803130BOS.html,@,Boston Celtics,/teams/BOS/1998.html,W,,96,92,29,34,W 2,,0,BOS,DET
64,"Sun, Mar 15, 1998",,,,Box Score,/boxscores/199803150DET.html,,Utah Jazz,/teams/UTA/1998.html,L,,98,109,29,35,L 1,,0,UTA,DET
65,"Mon, Mar 16, 1998",,,,Box Score,/boxscores/199803160MIA.html,@,Miami Heat,/teams/MIA/1998.html,W,,103,90,30,35,W 1,,0,MIA,DET
66,"Wed, Mar 18, 1998",,,,Box Score,/boxscores/199803180DET.html,,Philadelphia 76ers,/teams/PHI/1998.html,L,,96,104,30,36,L 1,,0,PHI,DET
67,"Fri, Mar 20, 1998",,,,Box Score,/boxscores/199803200DET.html,,Toronto Raptors,/teams/TOR/1998.html,W,,105,99,31,36,W 1,,0,TOR,DET
68,"Sun, Mar 22, 1998",,,,Box Score,/boxscores/199803220DET.html,,Atlanta Hawks,/teams/ATL/1998.html,W,,105,98,32,36,W 2,,0,ATL,DET
69,"Mon, Mar 23, 1998",,,,Box Score,/boxscores/199803230PHI.html,@,Philadelphia 76ers,/teams/PHI/1998.html,W,,94,79,33,36,W 3,,0,PHI,DET
70,"Wed, Mar 25, 1998",,,,Box Score,/boxscores/199803250DET.html,,San Antonio Spurs,/teams/SAS/1998.html,W,,103,94,34,36,W 4,,0,SAS,DET
71,"Fri, Mar 27, 1998",,,,Box Score,/boxscores/199803270CLE.html,@,Cleveland Cavaliers,/teams/CLE/1998.html,L,OT,87,88,34,37,L 1,,0,CLE,DET
72,"Sun, Mar 29, 1998",,,,Box Score,/boxscores/199803290ATL.html,@,Atlanta Hawks,/teams/ATL/1998.html,L,,95,118,34,38,L 2,,0,ATL,DET
73,"Tue, Mar 31, 1998",,,,Box Score,/boxscores/199803310CHI.html,@,Chicago Bulls,/teams/CHI/1998.html,L,OT,101,106,34,39,L 3,,0,CHI,DET
74,"Wed, Apr 1, 1998",,,,Box Score,/boxscores/199804010DET.html,,Cleveland Cavaliers,/teams/CLE/1998.html,L,,90,92,34,40,L 4,,0,CLE,DET
75,"Fri, Apr 3, 1998",,,,Box Score,/boxscores/199804030DET.html,,Boston Celtics,/teams/BOS/1998.html,L,,100,101,34,41,L 5,,0,BOS,DET
76,"Sun, Apr 5, 1998",,,,Box Score,/boxscores/199804050DET.html,,Los Angeles Lakers,/teams/LAL/1998.html,L,OT,103,105,34,42,L 6,,0,LAL,DET
77,"Wed, Apr 8, 1998",,,,Box Score,/boxscores/199804080ORL.html,@,Orlando Magic,/teams/ORL/1998.html,L,,87,95,34,43,L 7,,0,ORL,DET
78,"Thu, Apr 9, 1998",,,,Box Score,/boxscores/199804090WAS.html,@,Washington Wizards,/teams/WAS/1998.html,W,,102,83,35,43,W 1,,0,WAS,DET
79,"Sun, Apr 12, 1998",,,,Box Score,/boxscores/199804120CHH.html,@,Charlotte Hornets,/teams/CHH/1998.html,L,,86,88,35,44,L 1,,0,CHH,DET
80,"Wed, Apr 15, 1998",,,,Box Score,/boxscores/199804150DET.html,,Chicago Bulls,/teams/CHI/1998.html,W,,87,79,36,44,W 1,,0,CHI,DET
81,"Fri, Apr 17, 1998",,,,Box Score,/boxscores/199804170DET.html,,Milwaukee Bucks,/teams/MIL/1998.html,W,,108,102,37,44,W 2,,0,MIL,DET
82,"Sun, Apr 19, 1998",,,,Box Score,/boxscores/199804190NJN.html,@,New Jersey Nets,/teams/NJN/1998.html,L,,101,114,37,45,L 1,,0,NJN,DET
